id,extra_attributes
1657,"{'dept': 'MFG', 'name': 'Elmore Emard', 'shift': 'Group 2', 'title': 'DN01684I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1656,"{'dept': 'MFG', 'name': 'Krista Yundt', 'shift': 'Night', 'title': 'DN01683I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1655,"{'dept': 'MFG', 'name': 'Devyn Steuber', 'shift': 'Night', 'title': 'DN01682I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1654,"{'dept': 'MFG', 'name': 'Clyde Reilly', 'shift': 'Group 2', 'title': 'DN01681I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1653,"{'dept': 'MFG', 'name': 'Gilbert Boyle', 'shift': 'Night', 'title': 'DN01679I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1652,"{'dept': 'MFG', 'name': ""Abigayle O'Hara"", 'shift': 'Morning', 'title': 'DN01676I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1651,"{'dept': 'MFG', 'name': 'Francesca Metz', 'shift': 'Group 3', 'title': 'DN01673I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1650,"{'dept': 'MFG', 'name': 'Eliseo Gerhold', 'shift': 'Night', 'title': 'DN01667I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1649,"{'dept': 'MFG', 'name': 'Tania Abernathy', 'shift': 'Group 2', 'title': 'DN01666I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1648,"{'dept': 'MFG', 'name': 'Micaela Gutmann', 'shift': 'Night', 'title': 'DN01665I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1647,"{'dept': 'MFG', 'name': 'Dan Gerhold', 'shift': 'Group 2', 'title': 'DN01662I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1646,"{'dept': 'MFG', 'name': 'Lavern Abbott', 'shift': 'Group 3', 'title': 'DN01660I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1645,"{'dept': 'MFG', 'name': 'Ernest Schimmel', 'shift': 'Group 2', 'title': 'DN01659I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1644,"{'dept': 'MFG', 'name': 'Consuelo Legros', 'shift': 'Group 2', 'title': 'DN01655I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1643,"{'dept': 'MFG', 'name': 'Earnest Frami', 'shift': 'Group 3', 'title': 'DN01654I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1642,"{'dept': 'MFG', 'name': 'Renee Bogisich', 'shift': 'Group 3', 'title': 'DN01653I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1641,"{'dept': 'MFG', 'name': 'Myrtis Berge', 'shift': 'Night', 'title': 'DN01652I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1640,"{'dept': 'MFG', 'name': 'Minnie Dach', 'shift': 'Group 2', 'title': 'DN01649I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1639,"{'dept': 'MFG', 'name': 'Jaida Kuhic', 'shift': 'Group 3', 'title': 'DN01647I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1638,"{'dept': 'MFG', 'name': 'Pete Yost', 'shift': 'Group 3', 'title': 'DN01585I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1637,"{'dept': 'MFG', 'name': 'Vena Mills', 'shift': 'Group 2', 'title': 'DN01570I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1636,"{'dept': 'MFG', 'name': 'Koby Cormier', 'shift': 'Group 2', 'title': 'DN01565I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1635,"{'dept': 'MFG', 'name': 'Myrtle Corkery', 'shift': 'Night', 'title': 'DN01562I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1634,"{'dept': 'MFG', 'name': 'Jaleel Cormier', 'shift': 'Group 3', 'title': 'DN01560I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1633,"{'dept': 'MFG', 'name': 'Jada Wiza', 'shift': 'Night', 'title': 'DN01559I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1632,"{'dept': 'MFG', 'name': 'Marjory Kovacek', 'shift': 'Group 2', 'title': 'DN01551I', 'supvid': '00031384', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Maizatul Faeizah Binti Hishamuddin', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1631,"{'dept': 'MFG', 'name': 'Thad Ullrich', 'shift': 'Morning', 'title': 'DN01533I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1630,"{'dept': 'MFG', 'name': 'Ines Flatley', 'shift': 'Night', 'title': 'DN01532I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1629,"{'dept': 'MFG', 'name': 'Blair Schamberger', 'shift': 'Morning', 'title': 'DN01529I', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1628,"{'dept': 'MFG', 'name': 'Ursula Muller', 'shift': 'Morning', 'title': 'DN01528I', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1627,"{'dept': 'MFG', 'name': 'Milford Carroll', 'shift': 'Morning', 'title': 'DN01523I', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1626,"{'dept': 'MFG', 'name': 'Alanis McClure', 'shift': 'Morning', 'title': 'DN01520I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1625,"{'dept': 'MFG', 'name': 'Gabrielle Watsica', 'shift': 'Morning', 'title': 'DN01518I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1624,"{'dept': 'MFG', 'name': 'Yolanda Olson', 'shift': 'Morning', 'title': 'DN01517I', 'supvid': '01392030', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vigneshweri A/P Krishna', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1623,"{'dept': 'MFG', 'name': ""Colby D'Amore"", 'shift': 'Night', 'title': 'DN01512I', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1622,"{'dept': 'MFG', 'name': 'Dudley Hyatt', 'shift': 'Night', 'title': 'DN01508I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1621,"{'dept': 'MFG', 'name': 'Nolan Jakubowski', 'shift': 'Group 2', 'title': 'DN01507I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1620,"{'dept': 'MFG', 'name': 'Nicole Hayes', 'shift': 'Group 2', 'title': 'DN01433I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1619,"{'dept': 'MFG', 'name': 'Morris Heaney', 'shift': 'Group 2', 'title': 'DN01428I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1618,"{'dept': 'MFG', 'name': 'Ottis Roberts', 'shift': 'Group 3', 'title': 'DN01427I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1617,"{'dept': 'MFG', 'name': 'Fermin Koepp', 'shift': 'Morning', 'title': 'DN01425I', 'supvid': '00031231', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1616,"{'dept': 'MFG', 'name': 'Lavina Swaniawski', 'shift': 'Group 2', 'title': 'DN01424I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1615,"{'dept': 'MFG', 'name': 'Bo Goodwin', 'shift': 'Group 3', 'title': 'DN01423I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1614,"{'dept': 'MFG', 'name': 'Margie Wolf', 'shift': 'Morning', 'title': 'DN01401I', 'supvid': '01391934', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Noor Hasmanida Binti Halim', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1613,"{'dept': 'MFG', 'name': 'Micah Feil', 'shift': 'Night', 'title': 'DN01364I', 'supvid': '01117381', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Woei Soon', 'workcell': 'KEYSIGHT', 'costcenter': '712007', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1612,"{'dept': 'MFG', 'name': 'Sydnee Parisian', 'shift': 'Morning', 'title': 'DN01361I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1611,"{'dept': 'MFG', 'name': 'Rae Wolff', 'shift': 'Night', 'title': 'DN01327I', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1610,"{'dept': 'MFG', 'name': 'Bernard Feest', 'shift': 'Group 2', 'title': 'DN01326I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1609,"{'dept': 'MFG', 'name': 'Dell Corkery', 'shift': 'Group 2', 'title': 'DN01295I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1608,"{'dept': 'MFG', 'name': 'Jany Cassin', 'shift': 'Group 2', 'title': 'DN01271I', 'supvid': '00044544', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Leana Binti Mat Sahit', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1607,"{'dept': 'MFG', 'name': 'Reggie Kris', 'shift': 'Night', 'title': 'DN01241N', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1606,"{'dept': 'MFG', 'name': 'Annabell Bayer', 'shift': 'Night', 'title': 'DN01240N', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1605,"{'dept': 'MFG', 'name': 'Chadd Jaskolski', 'shift': 'Morning', 'title': 'DN01213N', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1604,"{'dept': 'MFG', 'name': 'Mireya Cronin', 'shift': 'Group 2', 'title': 'DN01212N', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1603,"{'dept': 'MFG', 'name': ""Kameron O'Kon"", 'shift': 'Morning', 'title': 'DN01210N', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1602,"{'dept': 'MFG', 'name': 'Janessa Reichert', 'shift': 'Group 2', 'title': 'DN01209N', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1601,"{'dept': 'MFG', 'name': 'Aiden Kihn', 'shift': 'Morning', 'title': 'DN01207N', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1600,"{'dept': 'MFG', 'name': 'Kirsten Feil', 'shift': 'Night', 'title': 'DN01205N', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1599,"{'dept': 'MFG', 'name': 'Percival Howell', 'shift': 'Morning', 'title': 'DN01204N', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1598,"{'dept': 'MFG', 'name': 'Maximillian Tillman', 'shift': 'Morning', 'title': 'DN01202N', 'supvid': '01391977', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Salahudin Bin Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1597,"{'dept': 'MFG', 'name': 'Humberto Kessler', 'shift': 'Group 3', 'title': 'DN01201N', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1596,"{'dept': 'MFG', 'name': 'Alysa Ryan', 'shift': 'Night', 'title': 'DN01187N', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1595,"{'dept': 'MFG', 'name': 'Charlene Jerde', 'shift': 'Morning', 'title': 'DN01175N', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1594,"{'dept': 'MFG', 'name': 'Eddie Cremin', 'shift': 'Group 2', 'title': 'DN01092N', 'supvid': '00112961', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Suresh Kanna A/L Ganapathy', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1593,"{'dept': 'MFG', 'name': 'Carlos Pollich', 'shift': 'Group 3', 'title': 'DN01091N', 'supvid': '00112961', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Suresh Kanna A/L Ganapathy', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1592,"{'dept': 'MFG', 'name': 'Jacinto Volkman', 'shift': 'Night', 'title': 'DN01037N', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1591,"{'dept': 'MFG', 'name': 'Merritt Cummings', 'shift': 'Morning', 'title': 'DN01036N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1590,"{'dept': 'MFG', 'name': 'Hilario Wehner', 'shift': 'Morning', 'title': 'DN01034N', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1589,"{'dept': 'MFG', 'name': 'Maryam Sporer', 'shift': 'Group 3', 'title': 'DN01033N', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1588,"{'dept': 'MFG', 'name': 'Anastacio Armstrong', 'shift': 'Group 2', 'title': 'DN01030N', 'supvid': '00154332', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nanthakumar A/L Nagalinggam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1587,"{'dept': 'MFG', 'name': 'Sophia Heaney', 'shift': 'Group 2', 'title': 'DN01028N', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
